ddf_name,season_length,season,u,g,r,i,z,y,n_sequences,flush_length,even_odd_None,g_depth_limit

# COSMOS Shallow season
XMM_LSS, 225, 6,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
XMM_LSS, 225, 6,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
XMM_LSS, 225, 6,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
XMM_LSS, 225, 6,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

XMM_LSS, 225, 7,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
XMM_LSS, 225, 7,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
XMM_LSS, 225, 7,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
XMM_LSS, 225, 7,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

XMM_LSS, 225, 8,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
XMM_LSS, 225, 8,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
XMM_LSS, 225, 8,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
XMM_LSS, 225, 8,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

XMM_LSS, 225, 9,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
XMM_LSS, 225, 9,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
XMM_LSS, 225, 9,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
XMM_LSS, 225, 9,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

XMM_LSS, 225, 10,    3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
XMM_LSS, 225, 10,    0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
XMM_LSS, 225, 10,    0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
XMM_LSS, 225, 10,    0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

# XMM_LSS deep season
XMM_LSS, 225, 4,     8, 0, 0, 0, 0, 0,           75, 2, none, 23.5  
XMM_LSS, 225, 4,     0, 0, 0, 0, 0, 20,          75, 2, none, 23.5  
XMM_LSS, 225, 4,     0, 2, 0, 2, 0, 0,           200, 0.5, none, 22.8 
XMM_LSS, 225, 4,     0, 0, 2, 0, 2, 0,           200, 0.5, none, 22.8
XMM_LSS, 180, 4,     0, 4, 18, 55, 52, 0,        110, 2, none, 23.5 

# ELAISS1 shallow seasons
ELAISS1, 225, 0,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ELAISS1, 225, 0,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ELAISS1, 225, 0,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ELAISS1, 225, 0,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ELAISS1, 225, 1,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ELAISS1, 225, 1,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ELAISS1, 225, 1,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ELAISS1, 225, 1,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ELAISS1, 225, 2,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ELAISS1, 225, 2,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ELAISS1, 225, 2,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ELAISS1, 225, 2,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ELAISS1, 225, 3,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ELAISS1, 225, 3,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ELAISS1, 225, 3,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ELAISS1, 225, 3,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ELAISS1, 225, 4,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ELAISS1, 225, 4,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ELAISS1, 225, 4,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ELAISS1, 225, 4,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ELAISS1, 225, 6,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ELAISS1, 225, 6,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ELAISS1, 225, 6,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ELAISS1, 225, 6,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ELAISS1, 225, 7,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ELAISS1, 225, 7,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ELAISS1, 225, 7,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ELAISS1, 225, 7,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ELAISS1, 225, 8,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ELAISS1, 225, 8,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ELAISS1, 225, 8,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ELAISS1, 225, 8,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ELAISS1, 225, 9,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ELAISS1, 225, 9,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ELAISS1, 225, 9,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ELAISS1, 225, 9,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ELAISS1, 225, 10,    3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ELAISS1, 225, 10,    0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ELAISS1, 225, 10,    0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ELAISS1, 225, 10,    0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

# ELAISS1 deep season
ELAISS1, 225, 5,     8, 0, 0, 0, 0, 0,           75, 2, none, 23.5  
ELAISS1, 225, 5,     0, 0, 0, 0, 0, 20,          75, 2, none, 23.5  
ELAISS1, 225, 5,     0, 2, 0, 2, 0, 0,           200, 0.5, none, 22.8 
ELAISS1, 225, 5,     0, 0, 2, 0, 2, 0,           200, 0.5, none, 22.8
ELAISS1, 180, 5,     0, 4, 18, 55, 52, 0,        110, 2, none, 23.5 

# ECDFS shallow seasons
ECDFS, 225, 0,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ECDFS, 225, 0,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ECDFS, 225, 0,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ECDFS, 225, 0,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ECDFS, 225, 1,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ECDFS, 225, 1,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ECDFS, 225, 1,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ECDFS, 225, 1,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ECDFS, 225, 2,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ECDFS, 225, 2,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ECDFS, 225, 2,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ECDFS, 225, 2,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ECDFS, 225, 3,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ECDFS, 225, 3,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ECDFS, 225, 3,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ECDFS, 225, 3,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ECDFS, 225, 4,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ECDFS, 225, 4,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ECDFS, 225, 4,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ECDFS, 225, 4,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ECDFS, 225, 5,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ECDFS, 225, 5,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ECDFS, 225, 5,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ECDFS, 225, 5,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ECDFS, 225, 7,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ECDFS, 225, 7,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ECDFS, 225, 7,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ECDFS, 225, 7,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ECDFS, 225, 8,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ECDFS, 225, 8,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ECDFS, 225, 8,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ECDFS, 225, 8,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ECDFS, 225, 9,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ECDFS, 225, 9,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ECDFS, 225, 9,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ECDFS, 225, 9,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

ECDFS, 225, 10,    3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
ECDFS, 225, 10,    0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
ECDFS, 225, 10,    0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
ECDFS, 225, 10,    0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

# ECDFS deep season
ECDFS, 225, 6,     8, 0, 0, 0, 0, 0,           75, 2, none, 23.5  
ECDFS, 225, 6,     0, 0, 0, 0, 0, 20,          75, 2, none, 23.5  
ECDFS, 225, 6,     0, 2, 0, 2, 0, 0,           200, 0.5, none, 22.8 
ECDFS, 225, 6,     0, 0, 2, 0, 2, 0,           200, 0.5, none, 22.8
ECDFS, 180, 6,     0, 4, 18, 55, 52, 0,        110, 2, none, 23.5 

# EDFS_a shallow seasons
EDFS_a, 225, 0,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 0,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
EDFS_a, 225, 0,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
EDFS_a, 225, 0,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

EDFS_a, 225, 2,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 2,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
EDFS_a, 225, 2,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
EDFS_a, 225, 2,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

EDFS_a, 225, 3,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 3,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
EDFS_a, 225, 3,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
EDFS_a, 225, 3,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

EDFS_a, 225, 4,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 4,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
EDFS_a, 225, 4,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
EDFS_a, 225, 4,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

EDFS_a, 225, 5,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 5,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
EDFS_a, 225, 5,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
EDFS_a, 225, 5,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

EDFS_a, 225, 6,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 6,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
EDFS_a, 225, 6,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
EDFS_a, 225, 6,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

EDFS_a, 225, 7,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 7,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
EDFS_a, 225, 7,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
EDFS_a, 225, 7,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

EDFS_a, 225, 8,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 8,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
EDFS_a, 225, 8,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
EDFS_a, 225, 8,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

EDFS_a, 225, 9,     3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 9,     0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
EDFS_a, 225, 9,     0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
EDFS_a, 225, 9,     0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

EDFS_a, 225, 10,    3, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 10,    0, 0, 0, 0, 0, 2,          75, 2, none, 23.5  
EDFS_a, 225, 10,    0, 2, 0, 2, 0, 0,           100, 0.5, even, 22.8 
EDFS_a, 225, 10,    0, 0, 2, 0, 2, 0,           100, 0.5, odd, 22.8

# EDFS_a deep season
EDFS_a, 225, 1,     30, 0, 0, 0, 0, 0,          75, 2, none, 23.5  
EDFS_a, 225, 1,     0, 0, 0, 0, 0, 40,          75, 2, none, 23.5  
EDFS_a, 225, 1,     0, 4, 0, 4, 0, 0,           200, 0.5, none, 22.8 
EDFS_a, 225, 1,     0, 0, 4, 0, 4, 0,           200, 0.5, none, 22.8
EDFS_a, 125, 1,     0, 8, 36, 110, 104, 0,      75, 2, none, 23.5 
